2	2	1
2	4	2
2	5	3
2	6	4
2	22	5
2	23	6
2	24	7
2	25	8
2	42	9
2	43	10
2	44	11
2	45	12
2	61	13
2	62	14
2	64	15
2	65	16
2	66	17
2	82	18
2	83	19
2	84	20
2	85	21
2	101	22
2	103	23
2	104	24
2	105	25
2	106	26
2	122	27
2	123	28
2	124	29
2	126	30
2	147	31
2	148	32
2	149	33
2	150	34
2	166	35
2	167	36
2	168	37
2	169	38
2	171	39
2	187	40
2	188	41
2	189	42
2	190	43
2	206	44
2	207	45
2	209	46
2	210	47
2	221	48
2	222	49
2	223	50
2	225	51
2	226	52
2	242	53
2	243	54
2	244	55
2	245	56
2	266	57
2	267	58
2	269	59
2	270	60
2	271	61
2	287	62
2	288	63
2	289	64
2	290	65
2	306	66
2	308	67
2	309	68
2	310	69
2	326	70
2	328	71
2	329	72
2	330	73
2	331	74
2	347	75
2	348	76
2	349	77
2	350	78
2	366	79
2	368	80
2	369	81
2	370	82
2	371	83
2	387	84
2	388	85
2	389	86
2	390	87
2	410	88
2	411	89
2	412	90
2	413	91
2	429	92
2	430	93
2	432	94
2	433	95
2	434	96
2	450	97
2	451	98
2	452	99
2	454	100
0	17	1
0	19	2
0	20	3
0	21	4
0	37	5
0	38	6
0	39	7
0	41	8
0	57	9
0	58	10
0	59	11
0	60	12
0	76	13
0	78	14
0	79	15
0	80	16
0	81	17
0	97	18
0	98	19
0	99	20
0	100	21
0	116	22
0	118	23
0	119	24
0	120	25
0	121	26
0	137	27
0	138	28
0	140	29
0	141	30
0	157	31
0	158	32
0	159	33
0	160	34
0	176	35
0	177	36
0	179	37
0	180	38
0	181	39
0	197	40
0	199	41
0	200	42
0	201	43
0	217	44
0	218	45
0	219	46
0	220	47
0	237	48
0	238	49
0	239	50
0	240	51
0	256	52
0	258	53
0	259	54
0	260	55
0	261	56
0	277	57
0	278	58
0	279	59
0	280	60
0	296	61
0	298	62
0	299	63
0	300	64
0	301	65
0	317	66
0	318	67
0	319	68
0	321	69
0	337	70
0	338	71
0	339	72
0	340	73
0	356	74
0	357	75
0	359	76
0	360	77
0	361	78
0	377	79
0	378	80
0	380	81
0	381	82
0	394	83
0	396	84
0	397	85
0	398	86
0	415	87
0	416	88
0	417	89
0	418	90
0	434	91
0	435	92
0	436	93
0	437	94
0	439	95
0	454	96
0	456	97
0	457	98
0	458	99
0	459	100
1	12	1
1	14	2
1	15	3
1	16	4
1	32	5
1	33	6
1	34	7
1	35	8
1	51	9
1	53	10
1	54	11
1	55	12
1	71	13
1	72	14
1	73	15
1	74	16
1	76	17
1	92	18
1	93	19
1	94	20
1	95	21
1	111	22
1	112	23
1	114	24
1	115	25
1	116	26
1	132	27
1	133	28
1	134	29
1	135	30
1	151	31
1	152	32
1	153	33
1	155	34
1	156	35
1	172	36
1	173	37
1	174	38
1	175	39
1	191	40
1	193	41
1	194	42
1	195	43
1	196	44
1	212	45
1	213	46
1	214	47
1	215	48
1	231	49
1	232	50
1	233	51
1	235	52
1	236	53
1	252	54
1	253	55
1	254	56
1	255	57
1	271	58
1	272	59
1	273	60
1	275	61
1	276	62
1	292	63
1	293	64
1	295	65
1	296	66
1	312	67
1	313	68
1	314	69
1	315	70
1	331	71
1	332	72
1	333	73
1	335	74
1	336	75
1	352	76
1	353	77
1	354	78
1	355	79
1	371	80
1	372	81
1	373	82
1	375	83
1	376	84
1	392	85
1	393	86
1	405	87
1	406	88
1	407	89
1	408	90
1	425	91
1	426	92
1	427	93
1	428	94
1	439	95
1	440	96
1	441	97
1	443	98
1	444	99
1	460	100
3	6	1
3	8	2
3	9	3
3	11	4
3	27	5
3	28	6
3	30	7
3	31	8
3	47	9
3	48	10
3	50	11
3	51	12
3	67	13
3	68	14
3	69	15
3	70	16
3	86	17
3	88	18
3	89	19
3	90	20
3	91	21
3	107	22
3	108	23
3	109	24
3	111	25
3	127	26
3	128	27
3	129	28
3	130	29
3	142	30
3	143	31
3	144	32
3	145	33
3	161	34
3	163	35
3	164	36
3	165	37
3	166	38
3	182	39
3	183	40
3	184	41
3	185	42
3	201	43
3	202	44
3	204	45
3	205	46
3	206	47
3	227	48
3	228	49
3	229	50
3	230	51
3	247	52
3	248	53
3	249	54
3	250	55
3	261	56
3	262	57
3	264	58
3	265	59
3	266	60
3	282	61
3	283	62
3	284	63
3	285	64
3	301	65
3	303	66
3	304	67
3	305	68
3	306	69
3	322	70
3	323	71
3	324	72
3	325	73
3	342	74
3	343	75
3	344	76
3	345	77
3	346	78
3	362	79
3	363	80
3	364	81
3	366	82
3	382	83
3	383	84
3	384	85
3	385	86
3	399	87
3	400	88
3	402	89
3	403	90
3	404	91
3	420	92
3	421	93
3	422	94
3	424	95
3	445	96
3	446	97
3	447	98
3	448	99
3	449	100
