3	2	1
3	3	2
3	4	3
3	5	4
3	6	5
3	7	6
3	8	7
3	10	8
3	11	9
3	12	10
3	13	11
3	14	12
3	15	13
3	16	14
3	17	15
3	19	16
3	20	17
3	21	18
3	32	19
3	33	20
3	34	21
3	35	22
3	36	23
3	37	24
3	38	25
3	39	26
3	40	27
3	52	28
3	53	29
3	54	30
3	55	31
3	56	32
3	57	33
3	58	34
3	60	35
3	61	36
3	71	37
3	72	38
3	73	39
3	74	40
3	75	41
3	77	42
3	78	43
3	79	44
3	90	45
3	91	46
3	92	47
3	93	48
3	94	49
3	95	50
3	96	51
3	97	52
3	98	53
3	108	54
3	109	55
3	110	56
3	111	57
3	112	58
3	113	59
3	115	60
3	116	61
3	117	62
3	128	63
3	129	64
3	130	65
3	131	66
3	132	67
3	133	68
3	134	69
3	135	70
3	136	71
3	137	72
3	148	73
3	149	74
3	150	75
3	151	76
3	152	77
3	153	78
3	154	79
3	155	80
3	166	81
3	167	82
3	168	83
3	169	84
3	170	85
3	171	86
3	172	87
3	174	88
3	175	89
3	186	90
3	187	91
3	188	92
3	189	93
3	191	94
3	192	95
3	193	96
3	194	97
3	205	98
3	206	99
3	207	100
0	1	1
0	2	2
0	3	3
0	4	4
0	6	5
0	7	6
0	8	7
0	9	8
0	21	9
0	22	10
0	23	11
0	25	12
0	26	13
0	28	14
0	29	15
0	30	16
0	31	17
0	42	18
0	43	19
0	45	20
0	46	21
0	47	22
0	48	23
0	49	24
0	50	25
0	51	26
0	62	27
0	63	28
0	64	29
0	65	30
0	67	31
0	68	32
0	69	33
0	79	34
0	80	35
0	81	36
0	82	37
0	83	38
0	84	39
0	85	40
0	87	41
0	88	42
0	89	43
0	100	44
0	101	45
0	102	46
0	103	47
0	104	48
0	105	49
0	106	50
0	107	51
0	118	52
0	119	53
0	121	54
0	122	55
0	123	56
0	124	57
0	125	58
0	126	59
0	127	60
0	138	61
0	139	62
0	140	63
0	141	64
0	142	65
0	143	66
0	144	67
0	145	68
0	146	69
0	156	70
0	157	71
0	159	72
0	160	73
0	161	74
0	162	75
0	163	76
0	164	77
0	165	78
0	176	79
0	177	80
0	178	81
0	179	82
0	180	83
0	181	84
0	182	85
0	183	86
0	184	87
0	195	88
0	196	89
0	198	90
0	199	91
0	200	92
0	201	93
0	202	94
0	203	95
0	208	96
0	210	97
0	211	98
0	212	99
0	213	100
1	11	1
1	12	2
1	13	3
1	14	4
1	15	5
1	26	6
1	27	7
1	28	8
1	29	9
1	30	10
1	31	11
1	32	12
1	33	13
1	34	14
1	46	15
1	47	16
1	48	17
1	49	18
1	50	19
1	51	20
1	52	21
1	53	22
1	54	23
1	65	24
1	66	25
1	68	26
1	69	27
1	70	28
1	71	29
1	72	30
1	73	31
1	74	32
1	85	33
1	86	34
1	87	35
1	88	36
1	89	37
1	90	38
1	91	39
1	92	40
1	93	41
1	103	42
1	104	43
1	106	44
1	107	45
1	108	46
1	109	47
1	110	48
1	111	49
1	112	50
1	122	51
1	123	52
1	124	53
1	125	54
1	126	55
1	127	56
1	128	57
1	129	58
1	131	59
1	141	60
1	142	61
1	143	62
1	144	63
1	145	64
1	146	65
1	147	66
1	148	67
1	149	68
1	160	69
1	162	70
1	163	71
1	164	72
1	165	73
1	166	74
1	167	75
1	168	76
1	182	77
1	184	78
1	185	79
1	186	80
1	188	81
1	189	82
1	193	83
1	194	84
1	195	85
1	196	86
1	197	87
1	198	88
1	200	89
1	201	90
1	212	91
1	213	92
1	214	93
1	215	94
1	216	95
1	217	96
1	218	97
1	219	98
1	221	99
1	222	100
2	17	1
2	18	2
2	19	3
2	20	4
2	21	5
2	22	6
2	23	7
2	25	8
2	36	9
2	37	10
2	38	11
2	39	12
2	40	13
2	41	14
2	43	15
2	44	16
2	55	17
2	56	18
2	58	19
2	59	20
2	60	21
2	61	22
2	63	23
2	64	24
2	75	25
2	76	26
2	78	27
2	79	28
2	80	29
2	81	30
2	82	31
2	83	32
2	94	33
2	95	34
2	96	35
2	97	36
2	98	37
2	99	38
2	100	39
2	101	40
2	102	41
2	113	42
2	114	43
2	115	44
2	116	45
2	117	46
2	118	47
2	119	48
2	120	49
2	122	50
2	132	51
2	133	52
2	134	53
2	135	54
2	136	55
2	137	56
2	138	57
2	139	58
2	150	59
2	151	60
2	152	61
2	153	62
2	154	63
2	155	64
2	156	65
2	157	66
2	158	67
2	160	68
2	170	69
2	171	70
2	172	71
2	173	72
2	174	73
2	175	74
2	176	75
2	178	76
2	179	77
2	180	78
2	181	79
2	187	80
2	190	81
2	191	82
2	201	83
2	203	84
2	204	85
2	205	86
2	206	87
2	207	88
2	209	89
2	210	90
2	219	91
2	220	92
2	222	93
2	224	94
2	225	95
2	226	96
2	227	97
2	229	98
2	230	99
2	231	100
