estimating workload which takes just one milisecond!
estimation continue 505650
end estimation! 
0	4	1
0	5	2
0	7	3
0	8	4
0	9	5
0	10	6
0	12	7
0	13	8
0	14	9
0	15	10
0	16	11
0	17	12
0	18	13
0	19	14
0	21	15
0	22	16
0	23	17
0	29	18
0	30	19
0	31	20
0	32	21
0	34	22
0	35	23
0	36	24
0	37	25
0	38	26
0	39	27
0	40	28
0	41	29
0	43	30
0	49	31
0	50	32
0	51	33
0	52	34
0	53	35
0	55	36
0	56	37
0	57	38
0	58	39
0	59	40
0	60	41
0	61	42
0	68	43
0	69	44
0	70	45
0	71	46
0	72	47
0	73	48
0	74	49
0	76	50
0	77	51
0	78	52
0	79	53
0	80	54
0	86	55
0	88	56
0	89	57
0	90	58
0	91	59
0	92	60
0	93	61
0	94	62
0	96	63
0	97	64
0	98	65
0	99	66
0	105	67
0	107	68
0	108	69
0	109	70
0	110	71
0	111	72
0	112	73
0	113	74
0	114	75
0	116	76
0	117	77
0	118	78
0	123	79
0	124	80
0	125	81
0	126	82
0	128	83
0	129	84
0	130	85
0	131	86
0	132	87
0	133	88
0	134	89
0	135	90
0	137	91
0	143	92
0	144	93
0	145	94
0	146	95
0	147	96
0	148	97
0	149	98
0	151	99
0	152	100
estimating workload which takes just one milisecond!
estimation continue 505650
end estimation! 
1	1	1
1	2	2
1	24	3
1	25	4
1	26	5
1	27	6
1	29	7
1	44	8
1	45	9
1	46	10
1	47	11
1	62	12
1	63	13
1	65	14
1	66	15
1	67	16
1	82	17
1	83	18
1	84	19
1	85	20
1	100	21
1	102	22
1	103	23
1	104	24
1	105	25
1	120	26
1	121	27
1	123	28
1	138	29
1	139	30
1	140	31
1	141	32
1	153	33
1	154	34
1	155	35
1	156	36
1	157	37
1	158	38
1	160	39
1	161	40
1	162	41
1	163	42
1	164	43
1	166	44
1	167	45
1	168	46
1	169	47
1	170	48
1	171	49
1	173	50
1	174	51
1	175	52
1	176	53
1	177	54
1	178	55
1	180	56
1	181	57
1	182	58
1	183	59
1	184	60
1	185	61
1	186	62
1	188	63
1	189	64
1	190	65
1	191	66
1	192	67
1	194	68
1	195	69
1	196	70
1	198	71
1	199	72
1	200	73
1	201	74
1	202	75
1	203	76
1	204	77
1	205	78
1	207	79
1	208	80
1	209	81
1	210	82
1	211	83
1	212	84
1	213	85
1	214	86
1	216	87
1	217	88
1	218	89
1	219	90
1	220	91
1	221	92
1	222	93
1	224	94
1	225	95
1	226	96
1	227	97
1	228	98
1	229	99
1	231	100
estimating workload which takes just one milisecond!
estimation continue 505650
end estimation! 
